"Concept Id","Name","Description","Synonyms","Answers","Set Members","Class","Datatype","Changed By","Creator"
3349,,"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission","C92.20",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3350,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission","Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission","Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission
C92.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3351,,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission","C92.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3352,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse","Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse","Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse
C92.22",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3353,,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse","C92.22",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3354,"Myeloid sarcoma, not having achieved remission","Myeloid sarcoma, not having achieved remission","C92.30
Myeloid sarcoma, not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3355,,"Myeloid sarcoma, not having achieved remission","C92.30",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3356,"Myeloid sarcoma, in remission","Myeloid sarcoma, in remission","Myeloid sarcoma, in remission
C92.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3357,,"Myeloid sarcoma, in remission","C92.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3358,"Myeloid sarcoma, in relapse","Myeloid sarcoma, in relapse","Myeloid sarcoma, in relapse
C92.32",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3359,,"Myeloid sarcoma, in relapse","C92.32",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3360,"Acute promyelocytic leukemia, not having achieved remission","Acute promyelocytic leukemia, not having achieved remission","C92.40
Acute promyelocytic leukemia, not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3361,"Acute promyelocytic leukemia, in remission","Acute promyelocytic leukemia, in remission","C92.41
Acute promyelocytic leukemia, in remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3362,"Acute promyelocytic leukemia, in relapse","Acute promyelocytic leukemia, in relapse","Acute promyelocytic leukemia, in relapse
C92.42",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3363,"Acute myelomonocytic leukemia, not having achieved remission","Acute myelomonocytic leukemia, not having achieved remission","C92.50
Acute myelomonocytic leukemia, not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3364,"Acute myelomonocytic leukemia, in remission","Acute myelomonocytic leukemia, in remission","Acute myelomonocytic leukemia, in remission
C92.51",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3365,,"Acute myelomonocytic leukemia, in remission","C92.51",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3366,"Acute myelomonocytic leukemia, in relapse","Acute myelomonocytic leukemia, in relapse","Acute myelomonocytic leukemia, in relapse
C92.52",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3367,,"Acute myelomonocytic leukemia, in relapse","C92.52",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3368,"Acute myeloid leukemia with 11q23-abnormality not having achieved remission","Acute myeloid leukemia with 11q23-abnormality not having achieved remission","Acute myeloid leukemia with 11q23-abnormality not having achieved remission
C92.60",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3369,,"Acute myeloid leukemia with 11q23-abnormality not having achieved remission","C92.60",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3370,"Acute myeloid leukemia with 11q23-abnormality in remission","Acute myeloid leukemia with 11q23-abnormality in remission","Acute myeloid leukemia with 11q23-abnormality in remission
C92.61",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3371,"Acute myeloid leukemia with 11q23-abnormality in relapse","Acute myeloid leukemia with 11q23-abnormality in relapse","C92.62
Acute myeloid leukemia with 11q23-abnormality in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3372,,"Acute myeloid leukemia with 11q23-abnormality in relapse","C92.62",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3373,"Myeloid leukemia, unspecified, not having achieved remission","Myeloid leukemia, unspecified, not having achieved remission","C92.90
Myeloid leukemia, unspecified, not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3374,,"Myeloid leukemia, unspecified, not having achieved remission","C92.90",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3375,"Myeloid leukemia, unspecified in remission","Myeloid leukemia, unspecified in remission","C92.91
Myeloid leukemia, unspecified in remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3376,"Myeloid leukemia, unspecified in relapse","Myeloid leukemia, unspecified in relapse","Myeloid leukemia, unspecified in relapse
C92.92",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3377,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission","Acute myeloid leukemia with multilineage dysplasia, not having achieved remission","Acute myeloid leukemia with multilineage dysplasia, not having achieved remission
C92.A0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3378,"Acute myeloid leukemia with multilineage dysplasia, in remission","Acute myeloid leukemia with multilineage dysplasia, in remission","Acute myeloid leukemia with multilineage dysplasia, in remission
C92.A1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3379,"Acute myeloid leukemia with multilineage dysplasia, in relapse","Acute myeloid leukemia with multilineage dysplasia, in relapse","C92.A2
Acute myeloid leukemia with multilineage dysplasia, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3380,"Other myeloid leukemia not having achieved remission","Other myeloid leukemia not having achieved remission","C92.Z0
Other myeloid leukemia not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3381,"Other myeloid leukemia, in remission","Other myeloid leukemia, in remission","Other myeloid leukemia, in remission
C92.Z1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3382,"Other myeloid leukemia, in relapse","Other myeloid leukemia, in relapse","C92.Z2
Other myeloid leukemia, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3383,,"Other myeloid leukemia, in relapse","C92.Z2",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3384,"Acute monoblastic/monocytic leukemia, not having achieved remission","Acute monoblastic/monocytic leukemia, not having achieved remission","Acute monoblastic/monocytic leukemia, not having achieved remission
C93.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3385,,"Acute monoblastic/monocytic leukemia, not having achieved remission","C93.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3386,"Acute monoblastic/monocytic leukemia, in remission","Acute monoblastic/monocytic leukemia, in remission","Acute monoblastic/monocytic leukemia, in remission
C93.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3387,,"Acute monoblastic/monocytic leukemia, in remission","C93.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3388,"Acute monoblastic/monocytic leukemia, in relapse","Acute monoblastic/monocytic leukemia, in relapse","C93.02
Acute monoblastic/monocytic leukemia, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3389,,"Acute monoblastic/monocytic leukemia, in relapse","C93.02",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3390,"Chronic myelomonocytic leukemia not having achieved remission","Chronic myelomonocytic leukemia not having achieved remission","C93.10
Chronic myelomonocytic leukemia not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3391,,"Chronic myelomonocytic leukemia not having achieved remission","C93.10",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3392,"Chronic myelomonocytic leukemia, in remission","Chronic myelomonocytic leukemia, in remission","C93.11
Chronic myelomonocytic leukemia, in remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3393,,"Chronic myelomonocytic leukemia, in remission","C93.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3394,"Chronic myelomonocytic leukemia, in relapse","Chronic myelomonocytic leukemia, in relapse","Chronic myelomonocytic leukemia, in relapse
C93.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3395,,"Chronic myelomonocytic leukemia, in relapse","C93.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3396,"Juvenile myelomonocytic leukemia, not having achieved remission","Juvenile myelomonocytic leukemia, not having achieved remission","C93.30
Juvenile myelomonocytic leukemia, not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3397,,"Juvenile myelomonocytic leukemia, not having achieved remission","C93.30",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3398,"Juvenile myelomonocytic leukemia, in remission","Juvenile myelomonocytic leukemia, in remission","Juvenile myelomonocytic leukemia, in remission
C93.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3399,"Juvenile myelomonocytic leukemia, in relapse","Juvenile myelomonocytic leukemia, in relapse","C93.32
Juvenile myelomonocytic leukemia, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3400,,"Juvenile myelomonocytic leukemia, in relapse","C93.32",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3401,"Monocytic leukemia, unspecified, not having achieved remission","Monocytic leukemia, unspecified, not having achieved remission","C93.90
Monocytic leukemia, unspecified, not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3402,,"Monocytic leukemia, unspecified, not having achieved remission","C93.90",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3403,"Monocytic leukemia, unspecified in remission","Monocytic leukemia, unspecified in remission","C93.91
Monocytic leukemia, unspecified in remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3404,,"Monocytic leukemia, unspecified in remission","C93.91",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3405,"Monocytic leukemia, unspecified in relapse","Monocytic leukemia, unspecified in relapse","C93.92
Monocytic leukemia, unspecified in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3406,,"Monocytic leukemia, unspecified in relapse","C93.92",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3407,"Other monocytic leukemia, not in remission","Other monocytic leukemia, not in remission","C93.Z0
Other monocytic leukemia, not in remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3408,,"Other monocytic leukemia, not in remission","C93.Z0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3409,"Other monocytic leukemia, in remission","Other monocytic leukemia, in remission","Other monocytic leukemia, in remission
C93.Z1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3410,,"Other monocytic leukemia, in remission","C93.Z1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3411,"Acute erythroid leukemia, not having achieved remission","Acute erythroid leukemia, not having achieved remission","Acute erythroid leukemia, not having achieved remission
C94.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3412,,"Acute erythroid leukemia, not having achieved remission","C94.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3413,"Acute erythroid leukemia, in remission","Acute erythroid leukemia, in remission","Acute erythroid leukemia, in remission
C94.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3414,,"Acute erythroid leukemia, in remission","C94.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3415,"Acute erythroid leukemia, in relapse","Acute erythroid leukemia, in relapse","Acute erythroid leukemia, in relapse
C94.02",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3416,,"Acute erythroid leukemia, in relapse","C94.02",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3417,"Acute megakaryoblastic leukemia not having achieved remission","Acute megakaryoblastic leukemia not having achieved remission","Acute megakaryoblastic leukemia not having achieved remission
C94.20",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3419,"Acute megakaryoblastic leukemia, in remission","Acute megakaryoblastic leukemia, in remission","Acute megakaryoblastic leukemia, in remission
C94.21",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3420,"Acute megakaryoblastic leukemia, in relapse","Acute megakaryoblastic leukemia, in relapse","C94.22
Acute megakaryoblastic leukemia, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3421,,"Acute megakaryoblastic leukemia, in relapse","C94.22",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3422,"Mast cell leukemia not having achieved remission","Mast cell leukemia not having achieved remission","C94.30
Mast cell leukemia not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3423,,"Mast cell leukemia not having achieved remission","C94.30",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3424,"Mast cell leukemia, in remission","Mast cell leukemia, in remission","Mast cell leukemia, in remission
C94.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3425,,"Mast cell leukemia, in remission","C94.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3426,"Mast cell leukemia, in relapse","Mast cell leukemia, in relapse","C94.32
Mast cell leukemia, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3427,,"Mast cell leukemia, in relapse","C94.32",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3428,"Acute panmyelosis with myelofibrosis not having achieved remission","Acute panmyelosis with myelofibrosis not having achieved remission","Acute panmyelosis with myelofibrosis not having achieved remission
C94.40",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3429,,"Acute panmyelosis with myelofibrosis not having achieved remission","C94.40",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3430,"Acute panmyelosis with myelofibrosis, in remission","Acute panmyelosis with myelofibrosis, in remission","Acute panmyelosis with myelofibrosis, in remission
C94.41",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3431,,"Acute panmyelosis with myelofibrosis, in remission","C94.41",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3432,"Acute panmyelosis with myelofibrosis, in relapse","Acute panmyelosis with myelofibrosis, in relapse","Acute panmyelosis with myelofibrosis, in relapse
C94.42",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3433,,"Acute panmyelosis with myelofibrosis, in relapse","C94.42",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3434,"Myelodysplastic disease, not classified","Myelodysplastic disease, not classified","C94.6
Myelodysplastic disease, not classified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3435,,"Myelodysplastic disease, not classified","C94.6",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3436,"Other specified leukemias not having achieved remission","Other specified leukemias not having achieved remission","C94.80
Other specified leukemias not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3437,,"Other specified leukemias not having achieved remission","C94.80",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3438,"Other specified leukemias, in remission","Other specified leukemias, in remission","Other specified leukemias, in remission
C94.81",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3439,,"Other specified leukemias, in remission","C94.81",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3440,"Other specified leukemias, in relapse","Other specified leukemias, in relapse","C94.82
Other specified leukemias, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3441,,"Other specified leukemias, in relapse","C94.82",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3442,"Acute leukemia of unspecified cell type not having achieved remission","Acute leukemia of unspecified cell type not having achieved remission","Acute leukemia of unspecified cell type not having achieved remission
C95.00",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3443,"Acute leukemia of unspecified cell type, in remission","Acute leukemia of unspecified cell type, in remission","C95.01
Acute leukemia of unspecified cell type, in remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3445,"Acute leukemia of unspecified cell type, in relapse","Acute leukemia of unspecified cell type, in relapse","Acute leukemia of unspecified cell type, in relapse
C95.02",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3446,"Chronic leukemia of unspecified cell type not having achieved remission","Chronic leukemia of unspecified cell type not having achieved remission","C95.10
Chronic leukemia of unspecified cell type not having achieved remission",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3447,,"Chronic leukemia of unspecified cell type not having achieved remission","C95.10",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3448,,"Chronic leukemia of unspecified cell type, in remission","C95.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3449,"Chronic leukemia of unspecified cell type, in remission","Chronic leukemia of unspecified cell type, in remission","Chronic leukemia of unspecified cell type, in remission
C95.11",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3450,"Chronic leukemia of unspecified cell type, in relapse","Chronic leukemia of unspecified cell type, in relapse","C95.12
Chronic leukemia of unspecified cell type, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3451,,"Chronic leukemia of unspecified cell type, in relapse","C95.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3452,,"Leukemia, unspecified not having achieved remission","C95.90",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3453,"Leukemia, unspecified not having achieved remission","Leukemia, unspecified not having achieved remission","Leukemia, unspecified not having achieved remission
C95.90",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3454,"Leukemia, unspecified, in remission","Leukemia, unspecified, in remission","Leukemia, unspecified, in remission
C95.91",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3455,,"Leukemia, unspecified, in remission","C95.91",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3456,"Leukemia, unspecified, in relapse","Leukemia, unspecified, in relapse","C95.92
Leukemia, unspecified, in relapse",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3457,,"Leukemia, unspecified, in relapse","C95.92",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3458,"Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis","Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis","Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis
C96.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3459,,"Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis","C96.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3460,"Malignant mast cell tumor","Malignant mast cell tumor","C96.2
Malignant mast cell tumor",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3461,,"Malignant mast cell tumor","C96.2",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3462,"Sarcoma of dendritic cells (accessory cells)","Sarcoma of dendritic cells (accessory cells)","Sarcoma of dendritic cells (accessory cells)
C96.4",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3463,,"Sarcoma of dendritic cells (accessory cells)","C96.4",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3464,"Multifocal and unisystemic Langerhans-cell histiocytosis","Multifocal and unisystemic Langerhans-cell histiocytosis","Multifocal and unisystemic Langerhans-cell histiocytosis
C96.5",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3466,"Unifocal Langerhans-cell histiocytosis","Unifocal Langerhans-cell histiocytosis","Unifocal Langerhans-cell histiocytosis
C96.6",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3467,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified","Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified","C96.9
Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3469,"Histiocytic sarcoma","Histiocytic sarcoma","C96.A
Histiocytic sarcoma",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3470,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue","Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue","Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue
C96.Z",,,"Symptom/Finding","N/A","Aldren Bautista Gonzales","Aldren Bautista Gonzales"
3471,"Carcinoma in situ of oral cavity, unspecified site","Carcinoma in situ of oral cavity, unspecified site","Carcinoma in situ of oral cavity, unspecified site
D00.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3472,,"Carcinoma in situ of oral cavity, unspecified site","D00.00",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3473,"Carcinoma in situ of labial mucosa and vermilion border","Carcinoma in situ of labial mucosa and vermilion border","Carcinoma in situ of labial mucosa and vermilion border
D00.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3474,,"Carcinoma in situ of labial mucosa and vermilion border","D00.01",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3475,"Carcinoma in situ of buccal mucosa","Carcinoma in situ of buccal mucosa","Carcinoma in situ of buccal mucosa
D00.02",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3476,,"Carcinoma in situ of buccal mucosa","D00.02",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3477,"Carcinoma in situ of gingiva and edentulous alveolar ridge","Carcinoma in situ of gingiva and edentulous alveolar ridge","Carcinoma in situ of gingiva and edentulous alveolar ridge
D00.03",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3478,,"Carcinoma in situ of gingiva and edentulous alveolar ridge","D00.03",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3479,"Carcinoma in situ of soft palate","Carcinoma in situ of soft palate","D00.04
Carcinoma in situ of soft palate",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3480,,"Carcinoma in situ of soft palate","D00.04",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3481,"Carcinoma in situ of hard palate","Carcinoma in situ of hard palate","Carcinoma in situ of hard palate
D00.05",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3482,,"Carcinoma in situ of hard palate","D00.05",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3483,"Carcinoma in situ of floor of mouth","Carcinoma in situ of floor of mouth","D00.06
Carcinoma in situ of floor of mouth",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3484,,"Carcinoma in situ of floor of mouth","D00.06",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3485,"Carcinoma in situ of tongue","Carcinoma in situ of tongue","Carcinoma in situ of tongue
D00.07",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3486,,"Carcinoma in situ of tongue","D00.07",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3487,"Carcinoma in situ of pharynx","Carcinoma in situ of pharynx","D00.08
Carcinoma in situ of pharynx",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3488,"Carcinoma in situ of esophagus","Carcinoma in situ of esophagus","D00.1
Carcinoma in situ of esophagus",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3489,"Carcinoma in situ of stomach","Carcinoma in situ of stomach","D00.2
Carcinoma in situ of stomach",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3490,"Carcinoma in situ of colon","Carcinoma in situ of colon","D01.0
Carcinoma in situ of colon",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3491,"Carcinoma in situ of rectosigmoid junction","Carcinoma in situ of rectosigmoid junction","Carcinoma in situ of rectosigmoid junction
D01.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3492,"Carcinoma in situ of rectum","Carcinoma in situ of rectum","Carcinoma in situ of rectum
D01.2",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3493,"Carcinoma in situ of anus and anal canal","Carcinoma in situ of anus and anal canal","D01.3
Carcinoma in situ of anus and anal canal",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3494,"Carcinoma in situ of unspecified part of intestine","Carcinoma in situ of unspecified part of intestine","D01.40
Carcinoma in situ of unspecified part of intestine",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3495,,"Carcinoma in situ of unspecified part of intestine","D01.40",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3496,"Carcinoma in situ of other parts of intestine","Carcinoma in situ of other parts of intestine","D01.49
Carcinoma in situ of other parts of intestine",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3497,,"Carcinoma in situ of other parts of intestine","D01.49",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3498,"Carcinoma in situ of liver, gallbladder and bile ducts","Carcinoma in situ of liver, gallbladder and bile ducts","D01.5
Carcinoma in situ of liver, gallbladder and bile ducts",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3499,,"Carcinoma in situ of liver, gallbladder and bile ducts","D01.5",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3500,"Carcinoma in situ of other specified digestive organs","Carcinoma in situ of other specified digestive organs","D01.7
Carcinoma in situ of other specified digestive organs",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3501,,"Carcinoma in situ of other specified digestive organs","D01.7",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3502,"Carcinoma in situ of digestive organ, unspecified","Carcinoma in situ of digestive organ, unspecified","Carcinoma in situ of digestive organ, unspecified
D01.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3503,,"Carcinoma in situ of digestive organ, unspecified","D01.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3504,"Carcinoma in situ of larynx","Carcinoma in situ of larynx","D02.0
Carcinoma in situ of larynx",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3505,,"Carcinoma in situ of larynx","D02.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3506,"Carcinoma in situ of trachea","Carcinoma in situ of trachea","Carcinoma in situ of trachea
D02.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3507,,"Carcinoma in situ of trachea","D02.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3508,"Carcinoma in situ of unspecified bronchus and lung","Carcinoma in situ of unspecified bronchus and lung","Carcinoma in situ of unspecified bronchus and lung
D02.20",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3509,"Carcinoma in situ of right bronchus and lung","Carcinoma in situ of right bronchus and lung","D02.21
Carcinoma in situ of right bronchus and lung",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3510,"Carcinoma in situ of left bronchus and lung","Carcinoma in situ of left bronchus and lung","D02.22
Carcinoma in situ of left bronchus and lung",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3511,,"Carcinoma in situ of left bronchus and lung","D02.22",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
3512,"Carcinoma in situ of other parts of respiratory system","Carcinoma in situ of other parts of respiratory system","D02.3
Carcinoma in situ of other parts of respiratory system",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
